Loại KH,Tên Công Ty/Đơn Vị,Họ Tên Chủ,SĐT,Tỉnh,Quận/Huyện,Địa Chỉ,Nguồn,Thông Tin Chi Tiết,Khu vực
ĐLSX Tổng Hợp,Thiên Lanh Windows,,856060456,Quảng Trị,Hướng Hóa,39 Hồ Chí Minh - TT Khe Xanh,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Phan Dũng,,945560757,Quảng Trị,Gio Linh,An Thạch - Thanh An,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Nhôm Kính anh Tuấn,,905909554,Quảng Nam,Núi  Thành,Tam Hòa Núi Thành,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Xưởng Anh Hùng Tam Xuân,,905203803,Quảng Nam,Núi thành,Tam Xuân 1,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Công ty CP Lưu Đức Phát Window,,988307171,Quảng Nam,TP Tam Kỳ,35 Nguyễn Văn Trỗi,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Công ty TNHH Phúc Hậu,,905504916,Quảng Nam,TP Tam Kỳ,73 Trần Cao Vân,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Công ty nhôm kính Ngọc Chánh,,1694343345,Quảng Nam,TX Điện Bàn,"Điện Hồng,",Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Nhôm Kính Nhật Nguyên,,914336144,Quảng Nam,Phú Ninh,Tam Phước,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Công ty CP DT XD Minh cường,,9488879700,Quảng Nam,Tam  Kỳ,Lý Thường Kiệt,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Xưởng Anh Nhựt,,383398989,Quảng Nam,Tam  Kỳ,KCN Trường Xuân - TP Tam Kỳ - Quảng Nam,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Đắc Chi,,903104544,Quảng Nam,Đại Lộc,Đại Hiệp - Đại Lộc,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Công Ty TNHH Trường Thành,,905059267,Quảng Nam,TP Tam Kỳ,53 Nguyễn Thị Định,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Công ty TNHH Lương Gia,,0905939072 0908392140,Quảng Nam,TP Tam Kỳ,"8 Đường Chiến Thắng, P.Hòa Khương",Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Xưởng Phương Trung,,976220755,Quảng Nam,Núi  Thành,Xã Tam Xuân 1  - Núi Thành - quảng Nam,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Xưởng Huy tiến,,941089494,Quảng Nam,TP Hội An,49 Lý thái Tổ,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Công Ty Giang Minh Hoàng,,982520259,Quảng Nam,TX Điện Bàn,"Thôn Thanh Quýt 1, Xã Điện Thắng Trung, Thị Xã Điện Bàn, Quảng Nam",Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Công Ty TNHH Trung Toàn,,944064545,Quảng Nam,H Núi Thành,"Huyện Núi Thành, Tỉnh Quảng Nam.",Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Công ty TNHH SD New Window,,913974009,Quảng Nam,H Duy Xuyên,Nam Phước,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Công ty CP DV Tân Thuỷ Trúc,,0913 005 009,Quảng Nam,TP Tam Kỳ,09 Lương Văn Can,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Công ty TNHH MTV Sản Xuất Thương Mại & DV Window star,,989499189,Quảng Nam,TP Tam Kỳ,14 Hùng Vương,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Công ty TNHH Đức Gia Hi,,01202485627 0918423277,Quảng Nam,TP Tam Kỳ,Lô B1-25 Nguyễn Văn Trỗi,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Công ty TNHH Cửa Đẹp Việt Đức,,977181246,Quảng Nam,TP Tam Kỳ,120 Hồ Nghinh - Khu phố mới Tân Thạnh,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,DNTN Sơn Hùng,,905711838,Quảng Nam,TX Điện Bàn,Điện Hoà,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Công Ty TNHH MTV Cửa Sổ Vàng.,,903.243007,Quảng Nam,TP Hội An,"580 Cửa Đại, TP Hội An, Tỉnh Quảng Nam.",Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Công ty TNHH TM & DV Tâm Đức Thành,,935050059,Quảng Nam,TP Tam Kỳ,"519 Hùng Vương, Phường An Sơn",Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Xưởng sản xuất Bảo An,,935354188,Quảng Nam,TX Điện Bàn,"Điện Quang, Quảng Nam",Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Công ty CP và XD TM Tân Tín,,905699799,Quảng Nam,TX Điện Bàn,"Khối phố Hà Dừa, P. Điện Ngọc",Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Cơ sở nhôm kính - sắt - inox Vĩ Đại,,914022454,Quảng Nam,H Núi Thành,"Thôn An Hải Đông, Xã Tam Quang",Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Công ty TNHH DV TM Nam Nhi,,932.421211,Quảng Nam,H Núi Thành,64 Phạm Văn Đồng,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Cơ sở nhôm kính cao cấp Hùng Nguyễn,,987.091983,Quảng Nam,H Núi Thành,120 Phạm Văn Đồng,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,XSX Vân Hà Thành,,1238372568,Quảng Nam,H Núi Thành,Xã Tam Giang,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,XSX Thành Út,,905.909554,Quảng Nam,H Núi Thành,Xã Tam Giang,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Cơ sở sản xuất Anh Vương,,905.833673,Quảng Nam,H Núi Thành,Xã Tam Giang,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Cơ sở nhôm kính cao cấp - cửa nhựa Tân Yến,,905975634,Quảng Nam,H Duy Xuyên,"Thị trấn Nam Phước, Duy xuyên, Quảng Nam",Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Xưởng sản xuất Nguyễn Gần,,905616610,Quảng Nam,H Thăng Bình,"Khu trung tâm sát hạch lái xe, Bình Nguyên",Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Cơ sở nhôm kính cao cấp Văn Hội,,905378765,Quảng Nam,H Điện Bàn,"QL 1A, Điện Minh",Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Nhôm kính Hậu,,932436043,Quảng Nam,H Điện Bàn,Hội An,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,XSX Anh Duy,,935653566,Quảng Nam,Huyện Núi Thành,"Huyện Núi Thành, Tỉnh Quảng Nam.",Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Nhôm kính miền trung,,918811440,Quảng Nam,Tam  Kỳ,53 Tôn Đức thắng,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Nhôm Kính Thanh Hiển,,905287966,Quảng Nam,Phú Ninh,TT Phú Thịnh,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Nhôm Kính Văn vinh,,917607889,Quảng Nam,Tam  Kỳ,Hòa Hương,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Xưởng Nguyễn Khánh,,905104029,Quảng Nam,Tam  Kỳ,83 - Ông ích Khiêm - TP Tam Kỳ - Quảng Nam,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Xưởng Anh Hùng,,913417840,Quảng Nam,Tam  Kỳ,13 Trần Quý Cáp  - TP Tam Kỳ - Quảng Nam,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Xưởng  Ngọc Phát,,932152337,Quảng Nam,Núi  Thành,TT Núi Thành - quảng Nam,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Xưởng Anh Ánh,,904408060,Quảng Nam,Duy Xuyên,TT Nam Phước - Duy Xuyên- Quảng Nam,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Xưởng Minh Thương,,905797837,Quảng Nam,Điện Bàn,Điện Phước - Điện Bàn - Quảng Nam,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Xưởng Anh Thành,,979607697,Quảng Nam,Đại Lộc,TT Ái Nghĩa - Đại Lộc- Quảng Nam,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Xưởng Đại Nguyên Phương,,935644912,Quảng Nam,Đại Lộc,TT Ái Nghĩa - Đại Lộc- Quảng Nam,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Xưởng Phan Hùng,,905766519,Quảng Nam,Điện Bàn,Điện Phước - Điện Bàn - Quảng Nam,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Xưởng New Door,,988789064,Quảng Nam,Điện Bàn,TT Vĩnh Điện - Điện Bàn - Quảng Nam,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Xưởng Trí Phú Quý,,935486300,Quảng Nam,Điện Bàn,Điện Ngọc - Điện Bàn - Quảng Nam,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Xưởng Anh Cường,,898414036,Quảng Nam,Điện Bàn,Điện Ngọc - Điện Bàn - Quảng Nam,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Xưởng Minh Tiến,,905430872,Quảng Nam,Điện Bàn,Điện Nam Bắc - Điện Bàn - Quảng Nam,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Xưởng Ngọc Duyên,,973712707,Quảng Nam,Hiệp Đức,TT Tân An - Hiệp Đức - Quảng Nam,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Xưởng Ân Phước,,905472783,Quảng Nam,Tam  Kỳ,"367 Hùng Vương, Tp Tam Kỳ Quảng Nam",Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Xưởng Hoàng Thy,,935234576,Quảng Nam,Tam Kỳ,Phường Hòa Thuận - TP Tam Kỳ - Quảng nam,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Xưởng Cường Thạnh,,906561428,Quảng Nam,Tam Kỳ,Tam Thanh - TP Tam Kỳ - Quảng Nam,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Xưởng Tấn  Sang,,906670140,Quảng Nam,Tam Kỳ,Trần Phú nối dài - Hòa thuận - Tam kỳ,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Xưởng Trường Tâm,,973411844,Quảng Nam,Núi thành,Tam Hải,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Xưởng Thành Trung,,853705102,Quảng Nam,Núi thành,Tam Hòa,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Xưởng Quốc Bảo,,968073512,Quảng Nam,Núi thành,Tam Hòa,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Xưởng Quốc Cường,,987678667,Quảng Nam,Núi thành,TT Núi thành,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Xưởng Tân Thanh,,945360788,Quảng Nam,Tam Kỳ,Trần Cao Vân,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Xưởng Thời Đại,,911383070,Quảng Nam,Tam Kỳ,KCN Trường Xuân - TP Tam Kỳ - Quảng Nam,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Xưởng Tân việt,,984562789,Quảng Nam,Duy Xuyên,1176 Hùng Vương,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Xưởng Anh Thưởng,,905420677,Quảng Nam,Duy Xuyên,274 Hùng Vương,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Xưởng Anh Hùng,,907491349,Quảng Nam,TP Hội An,,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Xưởng annh Sự,,985498059,Quảng Nam,Tam  Kỳ,Tam Phú - Tp Tam Kỳ- quảng Nam,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Coongv ty Thiên Ân,,09132v17919,Quảng Nam,Thang Bình,Bình Phục,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Thành Lâm,,813449179,Quảng Nam,Tam  Kỳ,Tam Thaăng  Tp Tam Kỳ- quảng Nam,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Thanh Trần,,981644556,Quảng Nam,Núi thành,Tam Xuân 1,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Gia Huy window,,901960160,Quảng Nam,Núi thành,Tam Tiến - Núi Thành- quảng Nam,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Anh Phú,,862222072,Quảng Nam,Núi thành,Tam Tiến - Núi Thành- quảng Nam,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Anh Khuynh,,347611665,Quảng Nam,Núi thành,Tam Tiến - Núi Thành- quảng Nam,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Anh Sang,,984158667,Quảng Nam,Tam  Kỳ,Huỳnh Thúc Kháng  - Tam  Kỳ - Quảng Nam,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Phong Đạt,,986319972,Quảng Nam,Tiên Phước,Tiên Lộc - Tiên Phước- Quảng Nam,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Anh Thọ,,379656127,Quảng Nam,Tiên Phước,Tiên Lộc - Tiên Phước- Quảng Nam,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Anh Quang,,935070349,Quảng Nam,Tam  Kỳ,Tam Phú - Tp Tam Kỳ- quảng Nam,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,ECO WINOW,,868840777,Quảng Nam,Tam  Kỳ,Tam Thăng  Tp Tam Kỳ- quảng Nam,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Minh Trương,,905766875,Quảng Nam,Duy Xuyên,Duy Sơn - Duy Xuyên - quảng Nam,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Duy Vỹ,,905250882,Quảng Nam,Núi thành,"TT Núi thành, Quảng Nam",Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Lê Hoàng,,902882119,Quảng Nam,Núi thành,"TT Núi thành, Quảng Nam",Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Quang Quốc,,3687441511,Quảng Nam,Núi thành,"TT Núi thành, Quảng Nam",Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Anh tú,,905556264,Quảng Nam,Núi thành,"Tam Mỹ, núi thành, quảng nam",Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Ngoc Quân,,905412980,Quảng Nam,Núi thành,"Tam Mỹ, núi thành, quảng nam",Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Anh Vinh,,961101740,Quảng Nam,Núi thành,"Tam Mỹ, núi thành, quảng nam",Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Quốc Cường,,968488450,Quảng Nam,Thaăng bình,Chợ Đo Đo,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,anh Thương,,335786040,Quảng Nam,Thaăng bình,bình quế,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Anh Điệp,,904159200,Quảng Nam,Quế sơn,Quế Phú - quế Sơn - quảng Nam,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Trần Chương,,916549619,Quảng Nam,Quế sơn,Quế Phú - quế Sơn - quảng Nam,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Anh hưng,,905199885,Quảng Nam,Quế sơn,Quế Cường - quế sơn- quảng nam,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Ngoọc Sơn,,906553811,Quảng Nam,hội an,Cẩm châu - hội an - quảng nam,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Anh Phước,,0938.365.998,Quảng Nam,Duy Xuyên,Duy Phước - Duy Xuyên - quảng Nam,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Hồ Văn Phố,,0982.286.635,Quảng Nam,Duy Xuyên,"Duy Hòa, Duy Xuyên, Quảng Nam",Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Ngọc Sơn,,0906.553.811,Quảng Nam,TP Hội An,"Cẩm Châu, TP Hội An, Quảng Nam",Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Anh Kiệt,,326375915,Quảng Nam,Núi  Thành,Tam Tiến - Núi Thành- quảng Nam,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Anh Lính,,988933750,Quảng Nam,Núi  Thành,Tam Tiến - Núi Thành- quảng Nam,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Anh Thảo,,867009345,Quảng Nam,Thăng Binh,Thăng Bình,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Chị Giang,,934983545,Quảng Nam,Tam  Kỳ,Trương chí cương,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Tân Khánh,,935926269,Quảng Nam,Quế sơn,Chợ bà rén,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Quang Hưng,,905457465,Quảng Nam,Duy Xuyên,1178 hùng Vương,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Việt Tiến Phát,,906174304,Quảng Nam,Duy Xuyên,146 Điện Biên Phủ,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Anh Tuấn,,965500529,Quảng Nam,Thăng Binh,"Binh Nam - Thăng Binh, quảng Nam",Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Anh Tịnh,,938938490,Quảng Nam,Tam Phước,"Tam  Phước, Phú Ninh , quảng nam",Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Hưng Thịnh,,905006867,Quảng Nam,Tam Đàn,"Tam  Đàn, Phú Ninh , quảng nam",Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Kim Nhiêu,,964952512,Quảng Nam,TamPhus,"Tam Phú, Tam Ky, Quảng Na,",Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Thanh Tùng,,905032076,Quảng Nam,Tam ky,KCN Trường Xuân - TP Tam Kỳ - Quảng Nam,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,An Mỹ Hưng,,914720616,Quảng Nam,phuú ninh,"kdc tây yên, phú ninh, quảng nam",Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Anh Lâm,,905440142,Quảng Nam,Tam Kỳ,"Ngã tư ngyễn hoàng, tam kỳ, quảng nam",Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Cty Thành Tựu,,905840755,Quảng Bình,Quảng Trạch,17B Hùng Vương,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Cty Trí Dũng,,905520999,Quảng Bình,Đồng Hới,111 Phan Đình Phùng,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Nhôm kính Tân Tiến,,905750333,Quảng Bình,Đồng Hới,Trường Lái 1,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Cty Khánh Ngọc,,914097051,Quảng Bình,Bố Trạch,Thanh Khê,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Xuân Quỳnh,,906444778,Quảng Bình,Bố Trạch,Bắc Trạch,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Cty Mai Sớm,,905866379,Quảng Bình,Bố Trạch,Thanh Khê,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Việt Phát Windows,,935425222,Quảng Bình,Quảng Trạch,Hùng Vương,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Ngô Hoàng,,888016555,Quảng Bình,Đồng Hới,Nguyễn Hữu Cảnh,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Nhôm kính Thịnh Phước,,915133783,Quảng Bình,Đồng Hới,43 Lê Lợi,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Cty Hà Thắng,,915360736,Quảng Bình,Đồng Hới,95 Lê Lợi,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Cty Thành Trung,,774446688,Quảng Bình,Bố Trạch,"Tiểu Khu 4, TT Hoàn Lão",Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Văn Quang,,1295888530,Quảng Bình,Bố Trạch,"Tiểu Khu 4, TT Hoàn Lão",Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Nhôm kính Đình Vỹ,,982566166,Quảng Bình,Đồng Hới,72 Lý Thường Kiệt,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Đình Cường Windows,,974085424,Quảng Bình,Quảng Ninh,Hải Ninh,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Nhôm kính Xuân Thoại,,977703361,Quảng Bình,Quảng Ninh,Gia Ninh,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Trương Định Windows,,987672573,Quảng Bình,Quảng Ninh,Dinh 10,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Nhôm kính Đức Trường,,983888135,Quảng Bình,Quảng Ninh,Quán Hàu,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Văn Dũng Windows,,987671573,Quảng Bình,Quảng Ninh,Quán Hàu,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Nhôm kính Tân Uyên,,989885373,Quảng Bình,Quảng Ninh,Lương Yến,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Kim An Windows,,913815345,Quảng Bình,Đồng Hới,Lộc Ninh,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Đạt Nga Windows,,913947610,Quảng Bình,Đồng Hới,37 Hà Huy Tập,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Đức Sơn Windows,,911079212,Quảng Bình,Đồng Hới,01 Lê Thánh Tông,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Sao Việt Windows,,915333919,Quảng Bình,Đồng Hới,Số 85 đường F325 Bắc Lý,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Nhôm kính Minh Hiền,,985667795,Quảng Bình,Quảng Trạch,Cồn Sẽ,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Nhôm kính Lâm Phong,,906428434,Quảng Bình,Bố Trạch,Ngã ba Bắc Trạch,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,An Giang Window,,978222747,Quảng Bình,Bố Trạch,Chợ Đồng Trạch,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Nhôm kính Anh Quý,,915065430,Quảng Bình,Bố Trạch,Cầu Lý Hòa,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Hùng Trang Windows,,912706607,Quảng Bình,Bố Trạch,Thanh Khê-Thanh Trạch - Bố Trạch,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Cty Đức Chung,,982530333,Quảng Bình,Đồng Hới,238 Lý Thường Kiệt,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Nhôm kính Hải Duyên,,913590313,Quảng Bình,Bố Trạch,"Nam cầu Lý Hòa,",Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Nhôm kính Đại Lực,,919850556,Quảng Bình,Đồng Hới,"143 đường F325, Bắc Lý",Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Nhôm kính Hoàng Nghĩa,,949384777,Quảng Bình,Quảng Ninh,"Xuân Dục, Hiền Ninh",Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Nhôm kính Quốc Toản,,905885976,Quảng Bình,Lệ Thủy,"Chợ Mai, Hưng Thủy",Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Nhôm kính Văn Quang,,1637788222,Quảng Bình,Quảng Ninh,Lương Yến,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Nhôm kính Thanh Bảy,,982132777,Quảng Bình,Đồng Hới,99 Trường Chinh,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Nhôm kính Minh Phước,,944978468,Quảng Bình,Bố Trạch,Đại Trạch,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Nhôm kính Thế Lực,,1656647185,Quảng Bình,Bố Trạch,"QL 1A, Đại Trạch",Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Đức Hùng Window,,914028008,Quảng Bình,Đồng Hới,Phú Hải,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Nhôm kính Huy Hoàng,,906854596,Quảng Bình,Bố Trạch,Thọ Lộc,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Nhôm kính Trường Phong,,985124866,Quảng Bình,Bố Trạch,Thọ Lộc,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Nhôm kính Thăng Long,,988542836,Quảng Bình,Bố Trạch,"TK1, TT Hoàn Lão",Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Nhôm kính Thanh Hữu,,975230305,Quảng Bình,Bố Trạch,"QL1A, Đồng Trạch",Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Nhôm kính Minh Tiếp,,193087111,Quảng Bình,Lệ Thủy,TT Kiến Giang,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Nhôm kính Minh Thành,,987131127,Quảng Bình,Lệ Thủy,Cam Liên,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Nhôm kính Xuân Hải,,912372338,Quảng Bình,Đồng Hới,"Tdp7, Nam Lý",Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Nhôm kính Minh Hoàng,,983782677,Quảng Bình,Quảng Trạch,"Phú lộc 4, Quang Phú",Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Nhôm kính Duy Nhất,,937116624,Quảng Bình,Quảng Trạch,TX Ba Đồn,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Nhôm kính Vũ Cường,,944958686,Quảng Bình,Tuyên Hóa,TT Đồng Lê,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Nhôm kính Trường Giang,,972669778,Quảng Bình,Minh Hóa,TT Quy Đạt,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Nhôm kính Thuận Dung,,1688612466,Quảng Bình,Quảng Trạch,Roon,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Nhôm kính Chí Thành,,919343801,Quảng Bình,Lệ Thủy,TT Kiến Giang,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Nhôm kính Lê Phong,,935702299,Quảng Bình,Đồng Hới,Bắc Lý,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Tâm Việt Window,,916767766,Quảng Bình,Đồng Hới,Phú Hải,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Nhôm kính Song Thành,,0911223773/0946382304,Quảng Bình,Đồng Hới,126 Hà Huy Tập,Data tổng hợp,,Miền Bắc
ĐLSX Tổng Hợp,Nano Windows,,971995357,Quảng Bình,Quảng Trạch,522 Quang Trung,Data tổng hợp,,Miền Bắc
